car_brand,purchase_date,purchase_value,engine_condition,no_of_buyers,fuel_type,kilometer_running,reparation_work,today_value
Hyundai,2020-01-20,1839871,Excellent,1,Diesel,143929,Yes,211159
Hyundai,2021-03-11,781442,Good,2,Diesel,115237,Yes,101157
Mahindra,2019-03-16,1414905,Poor,1,Petrol,30059,Yes,114171
Mahindra,2019-06-02,842846,Average,5,Petrol,73564,No,70004
Hyundai,2021-11-26,2914940,Poor,5,Electric,106438,No,282388
Audi,2024-11-11,909804,Poor,4,Electric,162209,Yes,97089
Honda,2021-08-25,2392365,Poor,2,Hybrid,20663,No,358652
Kia,2019-05-27,1192608,Poor,3,Hybrid,37920,No,110257
Mahindra,2024-09-14,674950,Poor,5,Diesel,81195,Yes,92561
Kia,2022-10-24,1798814,Good,3,Petrol,74395,No,363590
Toyota,2016-04-24,1378811,Average,1,Diesel,24810,No,112501
Audi,2022-11-14,891498,Poor,2,Hybrid,37454,No,153210
Ford,2021-06-01,2547428,Average,3,Petrol,43019,No,373895
Toyota,2017-07-23,2618759,Average,5,Petrol,164611,No,96119
BMW,2021-08-01,1320163,Excellent,4,Diesel,185890,Yes,120772
Kia,2017-01-03,2209761,Average,3,Hybrid,77570,Yes,140990
Tata,2018-06-25,1511362,Average,1,Diesel,93080,Yes,118736
Toyota,2021-02-25,2229690,Good,3,Diesel,139743,No,261889
Hyundai,2023-07-31,2278377,Poor,4,Diesel,196244,Yes,131097
Kia,2020-07-11,1763220,Poor,4,Hybrid,62663,Yes,150676
BMW,2021-06-17,1745635,Average,1,Hybrid,115032,Yes,212267
BMW,2020-12-21,1187326,Average,5,Electric,175726,Yes,76169
Toyota,2019-02-19,2361406,Average,4,Diesel,128870,Yes,145059
Mahindra,2020-08-29,935071,Poor,2,Diesel,19252,Yes,101224
Mahindra,2019-07-13,1354197,Poor,5,Diesel,29755,Yes,98870
Audi,2024-02-14,2531954,Average,3,Petrol,146055,Yes,311073
Ford,2024-12-10,2153249,Good,2,Petrol,85338,No,618090
Audi,2016-07-10,927123,Excellent,2,Electric,81915,No,100195
Maruti,2017-06-02,1792946,Poor,5,Petrol,30565,No,96018
Hyundai,2020-12-15,1256488,Good,5,Hybrid,88484,No,178859
Hyundai,2022-10-04,511213,Poor,4,Petrol,27606,Yes,63063
Mahindra,2024-06-10,1949858,Poor,5,Hybrid,96228,No,282795
Toyota,2023-07-22,2214330,Good,4,Hybrid,197940,No,246574
Ford,2019-08-29,2519429,Good,1,Diesel,152494,No,237325
Kia,2022-03-04,2103917,Poor,5,Petrol,5907,No,266403
Honda,2024-09-17,1256093,Excellent,3,Diesel,164814,Yes,239783
Maruti,2021-10-16,1650337,Good,1,Hybrid,195336,No,166444
Honda,2015-02-08,381299,Poor,4,Electric,11738,No,50000
BMW,2020-07-29,1150131,Good,3,Petrol,70717,No,164214
Mahindra,2021-12-21,2032232,Good,3,Petrol,38320,No,415580
Ford,2016-01-28,1815159,Good,2,Diesel,175521,Yes,68878
Tata,2023-06-02,2419086,Excellent,4,Petrol,103306,Yes,479794
Mahindra,2019-06-18,2871456,Poor,4,Hybrid,157959,No,137222
Honda,2024-02-10,2107163,Good,1,Diesel,76253,No,621029
Hyundai,2024-04-26,529607,Poor,5,Petrol,139443,Yes,50000
BMW,2022-06-26,2745260,Good,5,Hybrid,110360,No,449185
Toyota,2020-12-04,2379578,Average,2,Petrol,136747,Yes,194633
Toyota,2020-09-24,648397,Poor,1,Diesel,185127,Yes,50000
Audi,2019-01-04,1560118,Excellent,4,Electric,128020,Yes,160412
Hyundai,2015-12-25,2585132,Poor,4,Diesel,152651,Yes,61400
Tata,2024-11-10,1043374,Excellent,5,Electric,98130,No,341021
Ford,2020-12-27,2635639,Good,4,Hybrid,111192,Yes,321964
Maruti,2023-06-27,2228986,Excellent,4,Electric,154095,Yes,402666
Audi,2019-08-15,855827,Excellent,2,Diesel,25151,No,170180
Ford,2023-07-07,385450,Average,1,Electric,139122,Yes,60486
Mahindra,2019-03-31,2054798,Average,2,Hybrid,11622,No,286818
Tata,2023-06-26,1882770,Poor,3,Diesel,129592,Yes,185480
Honda,2016-12-09,2566001,Excellent,5,Diesel,182217,Yes,107168
Mahindra,2018-02-05,781566,Poor,2,Petrol,92099,Yes,50000
Ford,2015-07-10,1634025,Average,1,Diesel,46206,Yes,97301
Kia,2022-06-19,1212031,Poor,3,Petrol,85936,No,131803
Ford,2024-02-19,2567379,Poor,3,Diesel,181746,Yes,195136
Mahindra,2018-09-01,2079021,Good,2,Diesel,17464,No,303310
Hyundai,2023-06-26,976290,Average,5,Electric,66031,Yes,177374
Ford,2016-03-07,2966793,Poor,3,Electric,146373,Yes,91074
Maruti,2021-06-16,2136765,Good,2,Petrol,177680,Yes,178457
Audi,2024-03-06,1255478,Poor,3,Diesel,149245,Yes,122520
Maruti,2017-07-19,1208675,Average,1,Hybrid,13946,Yes,120298
Mahindra,2019-03-15,1488008,Excellent,3,Hybrid,61447,No,242427
Audi,2018-01-13,1862726,Excellent,5,Petrol,64189,No,193011
Mahindra,2016-07-05,2190352,Poor,3,Diesel,164857,Yes,55055
Hyundai,2016-11-05,1247226,Average,3,Electric,191253,Yes,50000
Honda,2019-06-26,1174746,Good,2,Electric,155996,No,113046
Hyundai,2023-08-22,842277,Excellent,2,Diesel,63228,No,277387
Toyota,2023-08-06,2128286,Excellent,1,Petrol,159976,Yes,363911
Honda,2016-08-14,835341,Average,2,Electric,58820,No,67602
Mahindra,2020-11-29,1612215,Poor,4,Electric,94124,Yes,135206
Maruti,2024-12-03,2982289,Good,3,Electric,132035,No,768169
Tata,2017-02-07,1116482,Poor,4,Electric,149727,Yes,50000
Audi,2019-03-23,1864948,Excellent,4,Petrol,71282,No,241596
Kia,2017-07-01,807758,Good,4,Hybrid,157021,Yes,50000
Kia,2021-08-15,841136,Good,5,Electric,14291,No,191477
Hyundai,2022-05-01,1568143,Average,3,Petrol,130728,Yes,158324
Toyota,2022-01-06,2301048,Poor,1,Hybrid,143332,No,216178
Hyundai,2022-03-11,1842201,Average,5,Diesel,62461,Yes,242994
Ford,2018-08-30,2075146,Average,2,Petrol,98901,No,160751
Ford,2022-10-08,1492557,Poor,4,Petrol,147706,Yes,103125
Kia,2016-02-09,1027680,Good,3,Petrol,31559,No,83064
Audi,2021-05-17,2024750,Good,2,Hybrid,171554,Yes,200246
Tata,2024-01-04,2024739,Average,2,Diesel,194088,No,211168
Kia,2020-01-04,2451198,Average,5,Electric,176868,Yes,133202
Audi,2016-11-29,1047641,Excellent,1,Hybrid,17149,No,154974
Maruti,2024-11-09,670165,Poor,1,Petrol,183478,Yes,58542
Toyota,2016-05-09,2740555,Good,4,Petrol,138209,No,131244
Maruti,2015-09-04,2168260,Excellent,5,Electric,19691,No,220928
Toyota,2017-11-07,2296256,Average,3,Hybrid,138661,Yes,121890
Mahindra,2024-03-01,2226393,Poor,3,Hybrid,50356,No,425470
Toyota,2018-01-15,394317,Poor,3,Hybrid,59250,No,50000
BMW,2017-04-27,2595072,Average,3,Hybrid,13841,Yes,224105
Mahindra,2015-09-04,881640,Excellent,5,Diesel,66985,No,65890
Honda,2023-04-26,749448,Poor,5,Petrol,120605,No,69728
Toyota,2024-11-13,2789158,Excellent,5,Diesel,164826,Yes,485401
Mahindra,2016-08-06,604148,Poor,2,Electric,87187,Yes,50000
BMW,2017-12-27,2625775,Average,1,Petrol,94963,No,195655
Maruti,2016-01-25,2580128,Average,4,Hybrid,142086,Yes,94704
Kia,2016-07-05,2120315,Poor,5,Diesel,39416,No,101494
Ford,2015-01-17,996142,Average,4,Petrol,26142,Yes,50000
Kia,2019-04-26,2104947,Excellent,1,Petrol,133300,Yes,213647
Kia,2017-03-03,456002,Average,4,Diesel,112270,Yes,50000
Mahindra,2022-04-22,2962706,Good,3,Electric,179772,No,356876
Tata,2021-08-23,2128393,Excellent,2,Petrol,56262,No,486793
Kia,2019-05-02,1777581,Good,1,Diesel,101730,Yes,192110
Kia,2017-09-23,2542676,Average,2,Hybrid,103517,Yes,170061
Mahindra,2018-11-03,2325969,Good,5,Petrol,153970,Yes,127593
Tata,2017-11-15,451040,Good,3,Hybrid,23654,No,57160
Toyota,2017-04-07,628572,Average,2,Petrol,182934,Yes,50000
Hyundai,2021-04-15,2242956,Excellent,4,Diesel,159148,No,268208
Audi,2019-06-04,1694920,Excellent,2,Electric,182126,No,158647
Mahindra,2021-08-16,2044871,Poor,1,Diesel,47829,No,272010
Tata,2019-03-14,2759470,Poor,4,Hybrid,153878,Yes,116984
Hyundai,2020-04-15,1812604,Excellent,1,Diesel,37585,No,403813
Toyota,2023-04-29,2584796,Good,3,Petrol,163700,No,343052
Hyundai,2017-07-15,366764,Excellent,4,Diesel,159381,Yes,50000
Maruti,2019-05-19,1762683,Good,4,Diesel,14394,No,261137
Toyota,2018-04-26,926698,Average,4,Diesel,127341,No,55861
Audi,2020-11-15,784755,Average,4,Electric,198511,Yes,50000
Audi,2024-11-02,2666958,Poor,2,Diesel,45691,Yes,515927
Audi,2022-04-27,385367,Average,1,Diesel,145939,Yes,50000
Maruti,2016-02-20,2328566,Good,2,Hybrid,115544,No,156779
Honda,2019-11-24,988033,Excellent,3,Petrol,81433,No,144501
BMW,2022-03-28,1893418,Average,4,Petrol,59558,Yes,252600
Tata,2024-01-02,550794,Poor,3,Diesel,80109,Yes,76198
BMW,2020-04-02,2281314,Good,3,Electric,55679,No,399889
Kia,2016-10-28,2145634,Poor,2,Electric,85725,Yes,107669
Mahindra,2015-11-13,1956736,Average,3,Electric,159400,Yes,69640
BMW,2019-10-24,915009,Good,1,Diesel,196882,No,61776
Toyota,2017-07-30,390507,Average,1,Hybrid,187581,Yes,50000
BMW,2020-08-16,1445982,Excellent,3,Electric,81976,No,288364
Maruti,2016-08-27,1759414,Excellent,3,Electric,158320,Yes,107597
Toyota,2024-12-28,2221554,Good,3,Electric,56835,No,837685
Honda,2023-10-20,1827305,Poor,3,Hybrid,14687,Yes,338534
Honda,2021-08-15,1887229,Poor,5,Electric,50538,No,225065
Mahindra,2017-10-26,1303202,Poor,2,Diesel,98191,No,70976
Honda,2017-02-25,353425,Good,5,Hybrid,115287,Yes,50000
Kia,2020-05-11,1995025,Excellent,3,Petrol,88276,No,304729
Audi,2023-07-12,1536171,Excellent,5,Petrol,81925,No,359601
Kia,2016-09-19,1273013,Excellent,1,Electric,117276,Yes,112709
BMW,2022-04-03,2496836,Good,5,Petrol,85153,No,390117
Ford,2019-09-05,1584426,Poor,3,Petrol,87848,No,108526
Kia,2019-12-02,2380316,Good,5,Hybrid,73017,No,307149
Kia,2023-04-13,371083,Excellent,4,Petrol,174465,No,51043
Honda,2015-07-26,1005054,Excellent,4,Diesel,51483,No,83615
Maruti,2020-09-07,1388411,Good,3,Hybrid,109995,No,191117
Kia,2021-07-05,1842708,Poor,4,Electric,164358,Yes,112195
Hyundai,2022-04-07,1628027,Good,5,Electric,26419,No,394020
Audi,2019-05-25,1888664,Average,5,Petrol,118590,Yes,112705
Maruti,2016-12-13,2029093,Average,1,Petrol,104817,Yes,109420
Ford,2021-02-06,2104660,Poor,5,Diesel,112190,Yes,137887
Hyundai,2020-02-28,2174970,Excellent,2,Hybrid,182569,Yes,193656
Hyundai,2017-05-16,2949014,Average,4,Hybrid,11219,Yes,244788
Ford,2022-05-25,2050078,Excellent,5,Petrol,41044,No,474143
Kia,2019-02-10,441379,Good,5,Diesel,166482,Yes,50000
Kia,2022-09-29,2245837,Good,4,Diesel,53558,No,496221
Maruti,2023-02-03,2196387,Good,4,Petrol,91718,No,405077
Honda,2019-07-08,1121595,Excellent,4,Hybrid,89797,No,160059
Kia,2021-03-22,1604759,Average,5,Petrol,152064,Yes,105097
Audi,2020-12-16,2987135,Poor,4,Petrol,53788,No,276220
Tata,2023-10-24,1303827,Excellent,5,Electric,52516,No,440529
Maruti,2015-12-01,2923692,Excellent,2,Diesel,17237,No,327454
Audi,2015-10-22,697843,Poor,4,Petrol,75081,No,50000
Tata,2016-01-06,2434196,Good,2,Hybrid,170327,Yes,101637
Tata,2015-02-08,464568,Poor,3,Petrol,10739,Yes,50000
Ford,2019-09-02,1869975,Good,1,Diesel,72121,No,272612
BMW,2017-01-20,1867533,Good,3,Petrol,22063,No,182317
Mahindra,2018-05-18,2549162,Poor,3,Electric,89894,Yes,152955
Honda,2015-08-03,1872435,Poor,3,Petrol,74227,Yes,63159
Mahindra,2018-08-26,1968579,Average,2,Hybrid,180264,Yes,93225
Audi,2019-04-29,485877,Good,2,Hybrid,198051,No,50000
Honda,2021-09-01,2581266,Poor,1,Hybrid,154785,Yes,191176
Audi,2023-05-10,2045574,Poor,4,Electric,186755,Yes,140375
Toyota,2023-12-12,2308276,Poor,4,Petrol,21800,Yes,352816
Ford,2017-03-11,1461826,Excellent,2,Electric,71472,No,184544
BMW,2023-03-03,1633840,Average,3,Hybrid,116602,Yes,234069
Tata,2017-05-19,1654890,Average,1,Electric,136543,No,108135
Ford,2021-06-12,2517688,Poor,5,Diesel,189544,No,114008
Mahindra,2018-03-10,1258480,Poor,4,Hybrid,55660,No,84106
Kia,2019-06-14,2680880,Excellent,3,Hybrid,94778,No,391282
Maruti,2020-03-18,408689,Good,2,Petrol,74241,No,57159
BMW,2023-09-06,1563535,Good,5,Hybrid,142537,Yes,232243
Toyota,2020-06-02,2998240,Average,1,Hybrid,164497,Yes,225510
Toyota,2019-06-18,1696765,Good,5,Hybrid,9770,No,259891
Honda,2017-10-17,970150,Average,3,Hybrid,35870,No,92803
Hyundai,2017-12-15,2438045,Poor,5,Hybrid,58363,Yes,131423
Mahindra,2021-08-18,1521025,Excellent,1,Diesel,145200,Yes,223764
Hyundai,2024-12-25,1297085,Good,2,Hybrid,61259,No,476420
Kia,2021-07-21,1563944,Good,3,Electric,35732,No,366363
Toyota,2018-10-09,686946,Poor,5,Diesel,191474,Yes,50000
Honda,2023-06-21,1099555,Average,5,Hybrid,117876,No,162255
Ford,2015-10-13,1954462,Average,1,Diesel,65900,Yes,111989
Ford,2018-10-13,1922907,Poor,4,Electric,122506,Yes,98325
Kia,2021-04-07,2660820,Poor,5,Hybrid,158287,Yes,144105
Audi,2017-11-24,1708349,Average,1,Hybrid,119388,No,126280
BMW,2024-11-19,1375820,Average,4,Hybrid,13237,Yes,384809
Ford,2017-03-20,789531,Good,5,Hybrid,25091,No,79509
BMW,2017-08-20,615753,Poor,1,Electric,37699,Yes,50000
Kia,2022-08-14,1398905,Average,2,Diesel,68616,No,254216
Kia,2024-06-26,660546,Poor,1,Diesel,32843,No,148241
Honda,2024-12-27,2943974,Poor,4,Electric,79386,Yes,513412
Ford,2017-03-29,2447526,Good,2,Hybrid,20762,No,298495
Ford,2020-06-04,1951834,Average,5,Electric,87780,Yes,195607
Honda,2024-11-14,2891075,Excellent,1,Diesel,189664,Yes,513587
Maruti,2019-01-03,2134703,Excellent,1,Electric,80182,No,366563
Maruti,2022-11-17,2193786,Average,3,Diesel,43900,Yes,392480
Tata,2015-02-17,2541611,Poor,4,Hybrid,40856,Yes,98601
Honda,2023-08-26,1188707,Good,2,Diesel,170816,No,178310
Honda,2021-10-04,2341862,Poor,2,Hybrid,80024,No,281442
Audi,2023-10-05,1955510,Poor,2,Electric,159459,No,220902
Kia,2021-04-18,1124551,Good,3,Electric,30617,No,257524
Toyota,2021-03-28,2339782,Excellent,2,Electric,183675,Yes,261313
Honda,2023-01-07,2673650,Poor,3,Petrol,48672,Yes,336139
Toyota,2022-05-29,1639416,Average,3,Petrol,6070,Yes,291020
Kia,2018-12-25,954369,Poor,1,Diesel,116233,Yes,54180
Tata,2020-07-16,1223665,Poor,5,Electric,42929,No,126128
Hyundai,2015-12-05,1086830,Good,5,Diesel,73971,No,68403
Audi,2016-04-24,2742305,Excellent,4,Hybrid,120611,Yes,178531
Kia,2020-10-14,483063,Good,4,Diesel,23109,No,87223
Toyota,2024-07-24,1140530,Poor,3,Electric,73061,No,224558
Honda,2021-03-21,2087985,Average,2,Diesel,27263,No,356237
BMW,2015-01-08,1731556,Excellent,4,Hybrid,43382,No,145214
Tata,2018-04-11,777596,Average,1,Electric,67949,Yes,75094
Kia,2019-03-10,1463095,Excellent,3,Diesel,120296,Yes,151171
Kia,2021-11-06,2483226,Poor,1,Petrol,121660,Yes,203528
BMW,2021-05-06,2630882,Excellent,2,Diesel,57918,No,609984
Honda,2024-06-01,1356315,Average,1,Petrol,44014,Yes,323043
Hyundai,2021-07-29,2159402,Poor,3,Diesel,117907,No,185188
Mahindra,2018-06-16,886802,Poor,2,Hybrid,47337,No,71550
Mahindra,2020-05-19,495481,Good,3,Hybrid,13007,No,98051
BMW,2024-08-12,2017376,Good,5,Hybrid,37611,No,645785
Kia,2024-01-19,1784277,Excellent,4,Hybrid,58672,No,611084
Kia,2018-09-05,1830276,Good,5,Diesel,55720,No,194759
Toyota,2023-11-27,1420180,Excellent,4,Petrol,138263,No,278575
Tata,2015-03-08,730272,Good,3,Hybrid,138010,Yes,50000
Tata,2023-07-02,2519271,Good,3,Diesel,11359,No,780566
Honda,2021-10-18,2141179,Average,4,Petrol,116909,Yes,202471
Tata,2016-09-30,1910327,Good,4,Electric,153317,Yes,96645
Honda,2015-11-11,653951,Poor,1,Petrol,41119,No,50000
Audi,2020-09-12,1822705,Excellent,4,Electric,49664,No,398943
Toyota,2021-04-18,2858963,Average,2,Petrol,96308,No,344272
Audi,2018-11-01,1133642,Excellent,4,Electric,168221,Yes,86805
BMW,2022-02-06,1606830,Good,5,Diesel,48950,No,306578
Maruti,2016-07-02,1030610,Good,1,Petrol,82797,No,79849
Kia,2019-06-03,1152057,Poor,4,Hybrid,154286,No,56102
Maruti,2019-11-20,517453,Excellent,2,Electric,153629,Yes,58359
Audi,2023-05-10,1785278,Average,4,Diesel,34805,No,375029
Honda,2019-10-16,2346835,Good,1,Petrol,192443,No,153699
Ford,2024-06-04,502814,Poor,5,Diesel,38362,Yes,78792
Audi,2024-03-06,1711414,Average,4,Electric,109996,Yes,300412
Mahindra,2016-09-02,759558,Poor,2,Electric,139586,No,50000
Hyundai,2017-12-24,2497641,Poor,5,Hybrid,13007,Yes,160549
Tata,2021-03-06,301910,Excellent,4,Diesel,20857,No,70284
Maruti,2015-09-08,2068055,Excellent,2,Electric,53722,No,220241
Honda,2024-09-03,2686333,Poor,3,Electric,49430,Yes,535271
Audi,2017-05-03,1919075,Good,2,Electric,131999,Yes,136766
Mahindra,2021-04-25,1118680,Average,5,Electric,49286,No,170076
Maruti,2023-12-04,2176068,Average,4,Electric,164091,No,291269
BMW,2016-07-30,1109258,Good,4,Hybrid,177059,Yes,50000
Ford,2016-03-14,380383,Excellent,3,Electric,45165,No,50000
Toyota,2015-04-30,1093052,Good,2,Hybrid,131703,Yes,52969
Audi,2023-06-12,2804264,Good,5,Hybrid,148601,No,428279
Ford,2023-07-14,1396550,Excellent,2,Diesel,31020,No,513495
Hyundai,2020-06-11,2355235,Poor,1,Diesel,55801,No,250414
Tata,2020-07-16,2169902,Excellent,2,Hybrid,59474,No,467771
Tata,2018-10-06,1839208,Average,2,Electric,116347,No,160620
Honda,2017-11-26,1565107,Average,5,Electric,150847,Yes,73153
Tata,2019-09-18,2291394,Poor,4,Diesel,103337,Yes,133270
Honda,2023-11-26,1284190,Excellent,1,Petrol,83946,No,395703
Honda,2021-09-12,1178736,Excellent,3,Diesel,82153,No,246766
Kia,2022-12-26,2810092,Average,2,Hybrid,196998,Yes,231649
Audi,2022-02-03,2808686,Average,3,Diesel,199664,Yes,173251
Ford,2020-06-03,2496551,Good,1,Petrol,6640,No,494266
Maruti,2017-09-27,667580,Average,1,Electric,144678,No,50000
Ford,2015-02-15,2051658,Excellent,3,Hybrid,64728,No,169877
Maruti,2018-12-02,1052522,Poor,1,Hybrid,32793,Yes,91732
Honda,2022-04-15,835641,Good,4,Hybrid,23147,No,205393
BMW,2024-10-01,1685453,Good,2,Diesel,17405,No,661470
BMW,2017-02-05,817161,Good,2,Diesel,102707,No,64501
Mahindra,2024-06-22,360209,Average,3,Hybrid,65495,Yes,81599
Hyundai,2023-10-23,2539718,Poor,1,Hybrid,78050,No,452487
BMW,2023-05-16,2825587,Average,5,Electric,27079,No,653324
Tata,2018-09-04,1276120,Good,3,Petrol,45911,No,148240
Tata,2021-01-18,1818489,Good,5,Petrol,82185,No,236805
BMW,2016-10-03,831767,Excellent,2,Diesel,89909,No,79354
BMW,2021-03-23,2054502,Excellent,3,Electric,14585,No,591298
Mahindra,2016-09-09,705621,Average,3,Electric,130700,No,50000
Kia,2019-01-22,381925,Good,2,Electric,5500,No,70150
Toyota,2019-04-13,2067497,Poor,2,Petrol,96523,No,134406
Tata,2023-11-22,1973455,Good,4,Electric,169773,Yes,283226
Toyota,2021-11-14,1034992,Excellent,3,Hybrid,100582,Yes,195827
Maruti,2016-01-03,2787316,Good,4,Hybrid,141656,Yes,126984
Audi,2017-04-11,1466553,Poor,3,Petrol,25794,Yes,79076
Kia,2015-06-01,1975366,Average,3,Petrol,116132,Yes,70350
Mahindra,2015-10-09,308756,Average,4,Petrol,159260,No,50000
Tata,2016-08-14,408145,Average,2,Electric,49681,No,50000
Mahindra,2021-09-05,1034653,Excellent,5,Petrol,177826,Yes,90420
Honda,2016-03-20,1114680,Poor,5,Electric,91697,Yes,50000
Kia,2021-02-20,2441144,Poor,1,Hybrid,193429,No,135288
Maruti,2020-04-28,1777637,Good,3,Petrol,9774,No,308376
Tata,2019-10-11,637887,Average,2,Hybrid,167459,Yes,50000
Kia,2015-11-14,1608008,Average,3,Electric,146786,Yes,62391
Toyota,2018-03-25,504268,Good,5,Hybrid,162882,No,50000
Tata,2021-11-27,2484306,Excellent,4,Electric,34426,No,702004
Audi,2021-11-29,1032798,Excellent,3,Petrol,14411,No,273902
Kia,2021-05-11,1993448,Poor,4,Petrol,56707,Yes,174944
Hyundai,2022-08-21,1851633,Average,5,Electric,156772,Yes,179467
Tata,2024-03-13,1985118,Poor,2,Petrol,73620,No,319433
Honda,2020-12-07,411986,Poor,1,Diesel,11484,Yes,50441
Kia,2016-10-14,1282617,Good,1,Hybrid,152356,Yes,72772
Honda,2018-10-12,1542914,Poor,2,Hybrid,81878,No,113267
Hyundai,2019-09-13,2039218,Poor,3,Electric,46579,Yes,182992
Tata,2018-01-29,2509442,Average,3,Hybrid,36393,No,250929
Kia,2024-11-01,1267077,Average,5,Hybrid,116833,Yes,211349
Kia,2022-09-08,873992,Average,1,Hybrid,118029,Yes,127636
Hyundai,2020-12-05,1390883,Excellent,1,Petrol,95008,No,250728
Ford,2023-01-03,1736661,Average,4,Electric,131618,Yes,223278
Hyundai,2017-05-27,2113397,Poor,4,Diesel,86217,Yes,91761
Kia,2023-05-01,363261,Good,4,Electric,132349,Yes,61261
Mahindra,2020-06-04,444714,Average,3,Hybrid,105891,No,50000
Maruti,2023-08-26,1788339,Good,5,Hybrid,124853,No,326694
Tata,2021-08-19,332045,Average,4,Diesel,68863,No,50000
Kia,2015-05-25,2443767,Excellent,1,Hybrid,78505,No,221199
Mahindra,2023-11-27,394460,Poor,1,Petrol,199781,Yes,50000
Ford,2020-08-19,2185016,Good,3,Diesel,85446,No,315723
Hyundai,2022-10-30,722885,Poor,5,Petrol,163583,Yes,50000
Ford,2019-04-30,1867980,Excellent,1,Petrol,176083,No,156875
Audi,2020-11-01,1910535,Poor,4,Petrol,56126,Yes,154366
Maruti,2017-04-14,535032,Good,2,Hybrid,173805,Yes,50000
Tata,2023-01-28,2380485,Good,1,Electric,139590,Yes,433569
BMW,2018-06-10,1941787,Good,4,Petrol,156323,Yes,104344
Kia,2021-03-07,2070511,Average,2,Electric,23274,No,403688
Kia,2021-06-28,856942,Average,1,Electric,170465,Yes,77916
Hyundai,2020-11-28,2116986,Excellent,4,Hybrid,32842,No,481635
Hyundai,2017-08-16,2401328,Average,2,Hybrid,153245,No,131051
Toyota,2023-01-27,918556,Good,1,Electric,180831,Yes,124233
Toyota,2017-05-25,2337884,Excellent,2,Electric,87349,No,283961
Maruti,2018-12-26,1374430,Excellent,1,Hybrid,34271,No,267568
BMW,2018-03-28,2814502,Good,5,Petrol,89278,No,224445
Tata,2017-05-24,2860883,Excellent,2,Diesel,109747,No,274188
Audi,2021-09-05,1328214,Good,2,Electric,137593,No,206013
BMW,2015-06-04,2087361,Poor,4,Diesel,139113,Yes,50000
BMW,2019-07-08,1558194,Poor,5,Petrol,143676,Yes,61283
Tata,2021-10-24,1591372,Average,1,Petrol,88726,Yes,204834
Ford,2023-02-27,1033038,Poor,1,Electric,180641,Yes,85130
Hyundai,2017-06-06,885088,Average,5,Diesel,139970,No,50000
Toyota,2021-02-22,842366,Average,1,Electric,12384,No,178646
Hyundai,2018-09-07,2915578,Poor,4,Electric,113751,No,171055
Mahindra,2019-08-19,1445346,Average,4,Diesel,56375,Yes,137007
Ford,2022-03-11,2775199,Average,3,Diesel,85876,No,412471
Kia,2023-05-15,1147450,Good,4,Hybrid,114560,Yes,202712
Kia,2024-11-21,947260,Excellent,1,Diesel,121974,No,302622
Kia,2024-10-01,343357,Average,3,Electric,114809,Yes,68265
Hyundai,2024-05-29,940213,Good,2,Electric,26561,No,382738
BMW,2016-05-16,1915841,Average,5,Electric,31986,Yes,125453
Audi,2022-12-26,709930,Excellent,3,Diesel,177764,Yes,92525
Maruti,2018-09-22,2925196,Average,2,Hybrid,58505,Yes,282774
Audi,2020-05-26,456060,Good,1,Hybrid,160358,Yes,50000
Maruti,2020-05-21,2555147,Average,3,Hybrid,27810,Yes,345590
Maruti,2015-08-02,2414821,Poor,1,Electric,183351,No,63062
Audi,2022-05-27,2382716,Good,3,Electric,20807,No,676969
Honda,2024-10-05,303893,Excellent,4,Diesel,96203,No,92511
Toyota,2016-09-11,326432,Poor,2,Electric,40084,No,50000
Audi,2017-12-23,992787,Average,5,Petrol,125404,Yes,50000
Toyota,2016-06-01,1792233,Good,2,Diesel,58250,No,155154
Mahindra,2017-01-25,1906516,Average,4,Petrol,78620,No,112260
Toyota,2022-03-21,2526582,Excellent,4,Diesel,100904,Yes,447172
Mahindra,2021-12-23,1836760,Poor,4,Petrol,23530,Yes,202567
Audi,2019-04-07,910676,Good,3,Hybrid,87170,No,111443
Kia,2016-12-30,586072,Excellent,4,Petrol,100649,Yes,50000
Maruti,2015-08-30,2720438,Good,4,Petrol,155793,Yes,93375
Audi,2020-05-20,333761,Average,4,Petrol,188712,Yes,50000
Hyundai,2019-12-31,2489565,Poor,5,Electric,186496,Yes,93365
Tata,2015-03-07,610844,Average,4,Petrol,79848,Yes,50000
BMW,2016-03-25,1516903,Good,3,Hybrid,148507,Yes,72609
Tata,2015-06-23,373701,Average,4,Diesel,176051,Yes,50000
BMW,2018-03-26,2397045,Excellent,1,Hybrid,199415,No,156280
Mahindra,2024-03-31,1917725,Poor,1,Electric,156312,No,252371
Ford,2016-09-09,1802396,Excellent,1,Electric,142002,No,152636
Mahindra,2024-07-27,1261210,Poor,4,Hybrid,54936,No,238676
Maruti,2016-10-26,1326458,Poor,5,Hybrid,156083,Yes,50000
Tata,2018-02-20,583105,Good,4,Diesel,113149,Yes,50000
Kia,2016-10-07,1647697,Good,1,Electric,188781,Yes,74591
Kia,2021-02-05,559293,Good,3,Diesel,146963,Yes,55958
Tata,2022-02-13,1195244,Good,4,Hybrid,33178,No,275550
Maruti,2022-03-06,346046,Poor,2,Electric,11838,Yes,55767
BMW,2015-04-14,330473,Average,1,Electric,23427,No,50000
Mahindra,2015-06-07,2688804,Average,4,Petrol,190059,No,60246
Honda,2017-01-05,2590455,Excellent,1,Petrol,39881,No,313473
Toyota,2015-03-17,2605406,Good,5,Petrol,179691,No,72461
Hyundai,2022-05-27,1820096,Good,2,Electric,31628,No,524692
